"Volksabstimmungen (Ergebnisse Ebene Gemeinde seit 1981)"

"Kanton (-) / Bezirk (>>) / Gemeinde (......)","Datum und Vorlage","Stimmberechtigte","Abgegebene Stimmen","Beteiligung in %","Gültige Stimmzettel","Ja","Nein","Ja in %"
"......Genolier","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",981,597,60.9,590,239,351,40.5
"......Gingins","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",671,358,53.4,355,165,190,46.5
"......Givrins","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",529,325,61.4,324,149,175,46.0
"......Gland","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",5949,2845,47.8,2768,1408,1360,50.9
"......Grens","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",203,132,65.0,129,61,68,47.3
"......Mies","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",869,447,51.4,438,190,248,43.4
"......Nyon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",9406,4689,49.9,4596,2479,2117,53.9
"......Prangins","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2111,1211,57.4,1185,551,634,46.5
"......La Rippe","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",598,317,53.0,314,130,184,41.4
"......Saint-Cergue","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1212,541,44.6,533,290,243,54.4
"......Signy-Avenex","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",263,186,70.7,178,68,110,38.2
"......Tannay","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",741,439,59.2,438,186,252,42.5
"......Trélex","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",780,458,58.7,450,204,246,45.3
"......Le Vaud","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",740,385,52.0,377,192,185,50.9
"......Vich","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",444,224,50.5,220,87,133,39.5
"......Bursinel","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",240,132,55.0,127,58,69,45.7
"......Bursins","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",459,266,58.0,257,120,137,46.7
"......Burtigny","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",209,108,51.7,106,48,58,45.3
"......Dully","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",268,164,61.2,159,55,104,34.6
"......Essertines-sur-Rolle","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",354,211,59.6,205,82,123,40.0
"......Gilly","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",556,347,62.4,339,127,212,37.5
"......Luins","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",297,164,55.2,159,69,90,43.4
"......Mont-sur-Rolle","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1363,739,54.2,722,333,389,46.1
"......Perroy","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",751,403,53.7,390,182,208,46.7
"......Rolle","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2548,1266,49.7,1248,666,582,53.4
"......Tartegnin","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",131,91,69.5,91,37,54,40.7
"......Vinzel","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",196,114,58.2,112,47,65,42.0
">> District de l'Ouest lausannois","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",31106,15051,48.4,14656,8400,6256,57.3
"......Crissier","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3126,1479,47.3,1448,765,683,52.8
"......Prilly","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",5765,2871,49.8,2754,1678,1076,60.9
"......Renens (VD)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",7917,3674,46.4,3564,2214,1350,62.1
"......Bussigny","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4291,2129,49.6,2088,1137,951,54.5
"......Chavannes-près-Renens","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2661,1171,44.0,1129,725,404,64.2
"......Ecublens (VD)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",5220,2480,47.5,2437,1344,1093,55.1
"......Saint-Sulpice (VD)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1723,1028,59.7,1026,456,570,44.4
"......Villars-Sainte-Croix","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",403,219,54.3,210,81,129,38.6
">> District de la Riviera-Pays-d'Enhaut","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",42120,22223,52.8,21841,11828,10013,54.2
"......Château-d'Oex","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2065,1213,58.7,1201,356,845,29.6
"......Rossinière","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",348,206,59.2,203,52,151,25.6
"......Rougemont","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",518,286,55.2,285,61,224,21.4
"......Blonay","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3579,2053,57.4,2028,1038,990,51.2
"......Chardonne","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1708,1030,60.3,1019,506,513,49.7
"......Corseaux","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1365,800,58.6,790,395,395,50.0
"......Corsier-sur-Vevey","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1812,952,52.5,933,569,364,61.0
"......Jongny","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",908,589,64.9,583,320,263,54.9
"......Montreux","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",11565,5514,47.7,5423,3152,2271,58.1
"......Saint-Légier-La Chiésaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2889,1788,61.9,1755,855,900,48.7
"......La Tour-de-Peilz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",6404,3547,55.4,3481,1947,1534,55.9
"......Vevey","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",8467,4000,47.2,3898,2458,1440,63.1
"......Veytaux","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",492,245,49.8,242,119,123,49.2
"......VD-CH de l'étranger","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",14781,5522,37.4,5400,2430,2970,45.0
"- Valais / Wallis","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",207325,124949,60.3,121996,31909,90087,26.2
">> Bezirk Brig","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",18450,9188,49.8,8978,2963,6015,33.0
"......Brig-Glis","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",9035,4586,50.8,4434,1521,2913,34.3
"......Eggerberg","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",270,113,41.9,112,28,84,25.0
"......Naters","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",6725,3272,48.7,3228,1064,2164,33.0
"......Ried-Brig","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1437,715,49.8,703,230,473,32.7
"......Simplon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",278,131,47.1,130,28,102,21.5
"......Termen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",635,331,52.1,331,83,248,25.1
"......Zwischbergen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",70,40,57.1,40,9,31,22.5
">> District de Conthey","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",15731,10614,67.5,10328,2306,8022,22.3
"......Ardon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1457,930,63.8,895,200,695,22.3
"......Chamoson","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2155,1504,69.8,1470,348,1122,23.7
"......Conthey","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4927,3125,63.4,3044,634,2410,20.8
"......Nendaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4300,3113,72.4,3034,777,2257,25.6
"......Vétroz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2892,1942,67.2,1885,347,1538,18.4
">> District d'Entremont","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",8991,6681,74.3,6567,957,5610,14.6
"......Bagnes","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4427,3190,72.1,3126,412,2714,13.2
"......Bourg-Saint-Pierre","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",141,105,74.5,103,12,91,11.7
"......Liddes","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",527,388,73.6,384,54,330,14.1
"......Orsières","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2098,1656,78.9,1626,245,1381,15.1
"......Sembrancher","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",617,450,72.9,444,70,374,15.8
"......Vollèges","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1181,892,75.5,884,164,720,18.6
">> Bezirk Goms","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3475,1813,52.2,1789,562,1227,31.4
"......Bellwald","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",297,193,65.0,190,46,144,24.2
"......Binn","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",115,54,47.0,54,10,44,18.5
"......Ernen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",433,190,43.9,185,71,114,38.4
"......Fiesch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",691,361,52.2,359,103,256,28.7
"......Fieschertal","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",232,119,51.3,118,24,94,20.3
"......Lax","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",202,138,68.3,136,53,83,39.0
"......Obergoms","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",503,266,52.9,262,80,182,30.5
"......Goms","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1002,492,49.1,485,175,310,36.1
">> District d'Hérens","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",7740,5832,75.3,5703,1100,4603,19.3
"......Ayent","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2722,1921,70.6,1883,431,1452,22.9
"......Evolène","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1307,1069,81.8,1051,129,922,12.3
"......Hérémence","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1117,891,79.8,874,125,749,14.3
"......Saint-Martin (VS)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",719,576,80.1,571,69,502,12.1
"......Vex","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1126,830,73.7,785,184,601,23.4
"......Mont-Noble","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",749,545,72.8,539,162,377,30.1
">> Bezirk Leuk","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",8739,4944,56.6,4845,1316,3529,27.2
"......Agarn","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",582,291,50.0,289,59,230,20.4
"......Albinen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",210,114,54.3,113,32,81,28.3
"......Ergisch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",158,101,63.9,101,24,77,23.8
"......Inden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",85,47,55.3,47,15,32,31.9
"......Leuk","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2703,1497,55.4,1458,413,1045,28.3
"......Leukerbad","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",820,414,50.5,389,158,231,40.6
"......Oberems","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",100,47,47.0,47,13,34,27.7
"......Salgesch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",963,589,61.2,579,111,468,19.2
"......Varen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",485,256,52.8,251,66,185,26.3
"......Guttet-Feschel","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",344,150,43.6,145,39,106,26.9
"......Gampel-Bratsch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1420,927,65.3,922,242,680,26.2
"......Turtmann-Unterems","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",869,511,58.8,504,144,360,28.6
">> District de Martigny","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",25463,16468,64.7,16114,3818,12296,23.7
"......Bovernier","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",621,412,66.3,402,64,338,15.9
"......Charrat","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",829,559,67.4,549,121,428,22.0
"......Fully","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4930,3156,64.0,3081,718,2363,23.3
"......Isérables","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",716,535,74.7,530,65,465,12.3
"......Leytron","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1957,1474,75.3,1459,249,1210,17.1
"......Martigny","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",9190,5608,61.0,5528,1404,4124,25.4
"......Martigny-Combe","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1556,1035,66.5,1000,266,734,26.6
"......Riddes","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1592,1132,71.1,1104,222,882,20.1
"......Saillon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1379,910,66.0,879,247,632,28.1
"......Saxon","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2591,1571,60.6,1506,449,1057,29.8
"......Trient","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",102,76,74.5,76,13,63,17.1
">> District de Monthey","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",25033,14114,56.4,13641,4481,9160,32.8
"......Champéry","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",785,533,67.9,517,140,377,27.1
"......Collombey-Muraz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4389,2353,53.6,2282,758,1524,33.2
"......Monthey","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",9424,5131,54.4,4970,1694,3276,34.1
"......Port-Valais","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1970,1040,52.8,995,419,576,42.1
"......Saint-Gingolph","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",622,341,54.8,322,98,224,30.4
"......Troistorrents","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2940,1825,62.1,1737,530,1207,30.5
"......Val-d'Illiez","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1217,796,65.4,777,208,569,26.8
"......Vionnaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1501,907,60.4,889,245,644,27.6
"......Vouvry","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2185,1188,54.4,1152,389,763,33.8
">> Bezirk Raron","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",8219,4157,50.6,4086,1099,2987,26.9
"......Bister","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",28,19,67.9,18,9,9,50.0
"......Bitsch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",631,266,42.2,266,80,186,30.1
"......Grengiols","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",348,148,42.5,146,51,95,34.9
"......Riederalp","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",376,225,59.8,223,69,154,30.9
"......Ausserberg","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",506,309,61.1,302,66,236,21.9
"......Blatten","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",243,133,54.7,129,45,84,34.9
"......Bürchen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",577,316,54.8,311,67,244,21.5
"......Eischoll","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",385,202,52.5,202,40,162,19.8
"......Ferden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",215,86,40.0,85,31,54,36.5
"......Kippel","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",306,157,51.3,156,22,134,14.1
"......Niedergesteln","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",522,262,50.2,258,53,205,20.5
"......Raron","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1287,614,47.7,587,177,410,30.2
"......Unterbäch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",327,155,47.4,152,29,123,19.1
"......Wiler (Lötschen)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",399,187,46.9,185,29,156,15.7
"......Mörel-Filet","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",525,282,53.7,277,91,186,32.9
"......Steg-Hohtenn","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1193,663,55.6,657,192,465,29.2
"......Bettmeralp","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",351,133,37.9,132,48,84,36.4
">> District de Saint-Maurice","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",8047,4994,62.1,4902,1393,3509,28.4
"......Collonges","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",447,256,57.3,248,69,179,27.8
"......Dorénaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",535,326,60.9,320,55,265,17.2
"......Evionnaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",760,458,60.3,443,155,288,35.0
"......Finhaut","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",262,170,64.9,166,32,134,19.3
"......Massongex","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1064,652,61.3,645,218,427,33.8
"......Saint-Maurice","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2541,1509,59.4,1481,474,1007,32.0
"......Salvan","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",901,610,67.7,604,132,472,21.9
"......Vernayaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1086,709,65.3,692,171,521,24.7
"......Vérossaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",451,304,67.4,303,87,216,28.7
">> District de Sierre","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",27640,18686,67.6,18189,4665,13524,25.6
"......Chalais","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2149,1450,67.5,1398,354,1044,25.3
"......Chippis","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",768,502,65.4,476,115,361,24.2
"......Grône","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1506,966,64.1,949,171,778,18.0
"......Icogne","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",380,257,67.6,250,90,160,36.0
"......Lens","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2253,1660,73.7,1638,395,1243,24.1
"......Miège","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",856,601,70.2,577,148,429,25.6
"......Saint-Léonard","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1427,1013,71.0,992,277,715,27.9
"......Sierre","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",9215,5722,62.1,5523,1428,4095,25.9
"......Venthône","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",857,664,77.5,646,207,439,32.0
"......Veyras","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1189,841,70.7,825,245,580,29.7
"......Anniviers","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1737,1403,80.8,1383,219,1164,15.8
"......Crans-Montana","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",5303,3607,68.0,3532,1016,2516,28.8
">> District de Sion","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",27392,17667,64.5,17307,4205,13102,24.3
"......Arbaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",776,553,71.3,550,129,421,23.5
"......Grimisuat","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1924,1340,69.6,1298,324,974,25.0
"......Savièse","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4802,3393,70.7,3377,611,2766,18.1
"......Sion","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",19487,12074,62.0,11778,3062,8716,26.0
"......Veysonnaz","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",403,307,76.2,304,79,225,26.0
">> Bezirk Visp","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",18476,8412,45.5,8248,2543,5705,30.8
"......Baltschieder","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",895,356,39.8,352,82,270,23.3
"......Eisten","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",178,93,52.2,93,22,71,23.7
"......Embd","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",252,112,44.4,112,33,79,29.5
"......Grächen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1030,422,41.0,418,115,303,27.5
"......Lalden","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",484,249,51.4,249,57,192,22.9
"......Randa","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",277,134,48.4,134,56,78,41.8
"......Saas-Almagell","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",286,143,50.0,143,27,116,18.9
"......Saas-Balen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",316,165,52.2,165,34,131,20.6
"......Saas-Fee","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1021,561,54.9,554,213,341,38.4
"......Saas-Grund","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",783,355,45.3,350,112,238,32.0
"......St. Niklaus","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1727,644,37.3,625,169,456,27.0
"......Stalden (VS)","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",867,507,58.5,505,135,370,26.7
"......Staldenried","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",443,246,55.5,245,55,190,22.4
"......Täsch","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",483,167,34.6,167,88,79,52.7
"......Törbel","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",404,165,40.8,165,48,117,29.1
"......Visp","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",4726,2136,45.2,2077,616,1461,29.7
"......Visperterminen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",1104,561,50.8,555,124,431,22.3
"......Zeneggen","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",205,96,46.8,96,40,56,41.7
"......Zermatt","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",2995,1300,43.4,1243,517,726,41.6
"......VS-CH de l'étranger","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3929,1379,35.1,1299,501,798,38.6
"- Neuchâtel","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",109976,50443,45.9,49415,27343,22072,55.3
">> Canton de Neuchâtel","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",109976,50443,45.9,49415,27343,22072,55.3
"......Boudry","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3092,1332,43.1,1306,725,581,55.5
"......Corcelles-Cormondrèche","2012-03-11 Volksinitiative «Schluss mit uferlosem Bau von Zweitwohnungen!»",3018,1660,55.0,1620,862,758,53.2
